time,x_input,x_output,x_tracking,z_input,z_output,z_tracking
2.982041597366333,0.0,0.0,0,0.0,0.0,0
3.088416337966919,0.0,-0.061597852260259246,0.1492378671948876,0.0,0.08332948457044366,-0.20188876877068518
3.1203956604003906,0.0,-0.09821279612871775,0.13871469861089575,0.0,0.12438721270248235,-0.15554606348557032
3.1517534255981445,0.0,-0.12963225309074383,0.11959497375250457,0.0,0.16129577658367547,-0.14048870207874176
3.1862943172454834,0.0,-0.17125727909824212,0.15469284281468343,0.0,0.1904260678009622,-0.10825813200957368
3.222588062286377,0.0,-0.21293007703298264,0.1528786149439104,0.0,0.21270705001039664,-0.0817388288903107
3.2548513412475586,0.0,-0.25315134841719655,0.15205003119580376,0.0,0.23369069883154886,-0.07932530096774171
3.2871625423431396,0.0,-0.29526220206726367,0.15913563364770017,0.0,0.2553671720859651,-0.08191473236932234
3.318793773651123,0.0,-0.3361698529783579,0.15538732907307076,0.0,0.27525249725050877,-0.07553422150255917
3.3511345386505127,0.0,-0.37872198541123825,0.16076729053620267,0.0,0.29596781605226974,-0.07826507124186755
3.3839569091796875,0.0,-0.4230732513649686,0.16695706369729513,0.0,0.31524687495916737,-0.0725745927816539
3.4159743785858154,0.0,-0.46750052992808583,0.16826287749254124,0.0,0.32585296186663837,-0.04016925545983341
3.4469308853149414,0.0,-0.515449658582411,0.18307272334892252,0.0,0.3363360646949423,-0.040025131588106166
3.479367256164551,0.0,-0.5649864511391607,0.18887523296652822,0.0,0.34986117058632277,-0.05106265674834587
3.512481451034546,0.0,-0.6119354576219116,0.18427013384055646,0.0,0.3618474724705653,-0.04502262848807703
3.545522451400757,0.0,-0.6564557991309855,0.18093982938681177,0.0,0.37423877188678545,-0.046569476259617826
3.578467845916748,0.0,-0.6959313360954824,0.16746328518094059,0.0,0.3943559010419564,-0.0756593683760558
3.6128008365631104,0.0,-0.7298332973229256,0.15072370378826683,0.0,0.41194219546247673,-0.06545783852462961
