time,x_reference,x_command,x_measure,z_reference,z_command,z_measure
5.749304533004761,0.0,0,0,0.0,0,0
5.855581045150757,0.0,0,0,0.0,0,0
5.8866400718688965,0.0,0,0,0.0,0,0
5.916274309158325,0.0,0,0.004363323129985824,0.0,0,-0.001090830782496456
5.946205139160156,0.0,0,0.1581704634619861,0.0,0,-0.08617563181722002
5.976866245269775,0.0,0,0.23125612588924865,0.0,0,-0.16253378659197193
6.007900238037109,0.0,0,0.25634523388666713,0.0,0,-0.1734420944169365
6.038308143615723,0.0,0,0.2814343418840856,0.0,0,-0.17671458676442586
6.067963361740112,0.0,0,0.3119776037939864,0.0,0,-0.17453292519943295
6.09752082824707,0.0,0,0.30543261909900765,0.0,0,-0.1581704634619861
6.127582788467407,0.0,0,0.30761428066400054,0.0,0,-0.14726215563702155
6.158097743988037,0.0,0,0.3141592653589793,0.0,0,-0.15489797111449674
6.18909764289856,0.0,0,0.32834006553143325,0.0,0,-0.16689710972195776
6.221179008483887,0.0,0,0.3425208657038871,0.0,0,-0.1778054175469223
6.253074884414673,0.0,0,0.3490658503988659,0.0,0,-0.18871372537188688
6.284823179244995,0.0,0,0.35015668118136234,0.0,0,-0.18653206380689397
6.315364360809326,0.0,0,0.3523383427463553,0.0,0,-0.1756237559819294
6.346818685531616,0.0,0,0.3392483733563978,0.0,0,-0.15162547876700738
6.378071069717407,0.0,0,0.33597588100890846,0.0,0,-0.13526301702956053
6.409581422805786,0.0,0,0.3425208657038871,0.0,0,-0.1287180323345818
6.441625356674194,0.0,0,0.3414300349213907,0.0,0,-0.10799224746714915
6.477935075759888,0.0,0,0.3239767424014474,0.0,0,-0.08617563181722002
6.516046762466431,0.0,0,0.31852258848896514,0.0,0,-0.0719948316447661
6.554419040679932,0.0,0,0.2977968036215325,0.0,0,-0.06763150851478027
6.592577695846558,0.0,0,0.27598018797160334,0.0,0,-0.05781403147231216
6.630660533905029,0.0,0,0.2694352032766246,0.0,0,-0.04799655442984406
6.669276475906372,0.0,0,0.24652775684419903,0.0,0,-0.038179077387375956
6.710757255554199,0.0,0,0.21925698728178766,0.0,0,-0.039269908169872414
6.7483086585998535,0.0,0,0.20616701789183017,0.0,0,-0.030543261909900768
6.78681755065918,0.0,0,0.20943951023931953,0.0,0,-0.028361600344907856
6.825142860412598,0.0,0,0.20507618710933373,0.0,0,-0.02945243112740431
6.8631432056427,0.0,0,0.19853120241435498,0.0,0,-0.028361600344907856
